40.1150865, -88.2307355
40.1150868333, -88.2307355
40.1150873333, -88.230736
40.1150878333, -88.2307356667
40.1150883333, -88.2307358333
40.1150885, -88.2307358333
40.115089, -88.230736
40.115089, -88.2307356667
40.1150891667, -88.230735
40.1150893333, -88.2307345
40.1150896667, -88.2307333333
40.1150901667, -88.2307325
40.1150903333, -88.2307318333
40.1150906667, -88.2307308333
40.1150911667, -88.23073
40.1150918333, -88.2307291667
40.1150925, -88.2307283333
40.1150928333, -88.2307273333
40.1150935, -88.2307265
40.1150943333, -88.2307251667
40.1150951667, -88.2307238333
40.1150956667, -88.2307226667
40.1150961667, -88.2307215
40.1150968333, -88.230721
40.1150973333, -88.2307203333
40.1150975, -88.2307203333
40.1150976667, -88.2307203333
40.1150976667, -88.2307221667
40.1150976667, -88.2307231667
40.115098, -88.2307256667
40.1150988333, -88.2307266667
40.1150996667, -88.2307285
40.1151023333, -88.2307293333
40.1151021667, -88.2307276667
40.115105, -88.230728
40.1151066667, -88.2307321667
40.1151101667, -88.2307321667
40.1151118333, -88.2307263333
40.1151121667, -88.2307231667
40.1151248333, -88.2307165
40.1151251667, -88.2307183333
40.115128, -88.2307146667
40.1151325, -88.2307081667
40.115133, -88.2307071667
40.1151321667, -88.2307121667
40.1151311667, -88.2307153333
40.1151213333, -88.230719
40.1151158333, -88.230725
40.1151098333, -88.2307328333
40.1151065, -88.2307421667
40.1151056667, -88.2307561667
40.1151075, -88.2307506667
40.1151106667, -88.2307525
40.1151118333, -88.230765
40.1151163333, -88.2307775
40.1151213333, -88.2307685
40.1151238333, -88.2307641667
40.1151323333, -88.2307663333
40.1151296667, -88.2307675
40.1151265, -88.2307681667
40.1151266667, -88.2307653333
40.1151276667, -88.2307636667
40.1151288333, -88.2307631667
40.1151276667, -88.2307576667
40.1151283333, -88.2307508333
40.1151231667, -88.2307433333
40.1151221667, -88.2307418333
40.1151228333, -88.2307398333
40.1151226667, -88.2307416667
40.1151175, -88.2307433333
40.1151168333, -88.2307426667
40.1151165, -88.2307433333
40.115116, -88.2307463333
40.115116, -88.2307453333
40.1151178333, -88.2307416667
40.1151183333, -88.2307391667
40.1151196667, -88.2307385
40.1151173333, -88.2307391667
40.115114, -88.2307388333
40.115115, -88.2307351667
40.115116, -88.2307295
40.1151156667, -88.2307301667
40.11511, -88.2307221667
40.1151056667, -88.230721
40.1151086667, -88.2307195
40.1151135, -88.2307171667
40.1151156667, -88.230714
40.1151115, -88.2307108333
40.1151061667, -88.2307096667
40.1151058333, -88.230705
40.1151053333, -88.2307035
40.1151033333, -88.2307071667
40.1151021667, -88.2307098333
40.115103, -88.2307023333
40.1151036667, -88.230704
40.1151036667, -88.2307051667
40.1151026667, -88.2307021667
40.1151036667, -88.2306995
40.1151045, -88.2307003333
40.1151058333, -88.230703
40.1151036667, -88.2307025
40.1151025, -88.2307025
40.1151031667, -88.2307016667
40.1151025, -88.2307003333
40.115103, -88.2307003333
40.1151063333, -88.2306956667
40.1151071667, -88.2306938333
40.1151093333, -88.2306975
40.1151085, -88.230695
40.1151093333, -88.2306896667
40.1151125, -88.2306863333
40.1151143333, -88.2306821667
40.1151148333, -88.230677
40.1151138333, -88.2306755
40.1151158333, -88.2306758333
40.1151185, -88.2306723333
40.1151185, -88.2306576667
40.1151178333, -88.2306451667
40.1151151667, -88.2306361667
40.1151163333, -88.2306351667
40.1151148333, -88.2306388333
40.1151163333, -88.2306423333
40.1151175, -88.2306478333
40.1151158333, -88.2306498333
40.115115, -88.230653
40.115116, -88.2306513333
40.1151168333, -88.2306518333
40.1151131667, -88.2306608333
40.1151108333, -88.2306593333
40.1151101667, -88.2306575
40.1151096667, -88.2306643333
40.1151086667, -88.2306581667
40.1151063333, -88.230654
40.1151063333, -88.2306465
40.1151048333, -88.2306416667
40.115117, -88.2306313333
40.115113, -88.2306188333
40.1150975, -88.230614
40.115097, -88.2306006667
40.1150861667, -88.2305866667
40.1150746667, -88.2305745
40.1150668333, -88.2305513333
40.1150613333, -88.2305453333
40.115053, -88.230534
40.1150468333, -88.2305328333
40.1150371667, -88.2305278333
40.1150265, -88.2305231667
40.1150141667, -88.2305083333
40.1150066667, -88.2305071667
40.114997, -88.2305088333
40.1149878333, -88.2305126667
40.1149768333, -88.2305126667
40.1149701667, -88.2305153333
40.1149623333, -88.2305193333
40.1149611667, -88.2305226667
40.1149591667, -88.2305248333
40.1149525, -88.2305256667
40.1149488333, -88.2305246667
40.1149411667, -88.2305255
40.1149361667, -88.2305255
40.1149266667, -88.2305245
40.114918, -88.230524
40.114911, -88.230525
40.1149036667, -88.2305255
40.1148921667, -88.2305231667
40.1148833333, -88.230519
40.1148728333, -88.2305143333
40.114866, -88.2305078333
40.1148555, -88.2305068333
40.114847, -88.2305068333
40.1148363333, -88.2305048333
40.1148278333, -88.2305028333
40.1148183333, -88.2305011667
40.1148068333, -88.2304981667
40.1147946667, -88.2304971667
40.1147831667, -88.2304975
40.1147716667, -88.230497
40.1147553333, -88.2304938333
40.1147385, -88.2304935
40.1147246667, -88.2304911667
40.1147131667, -88.230485
40.1147006667, -88.2304845
40.1146875, -88.2304898333
40.114673, -88.2304976667
40.1146601667, -88.2305026667
40.1146461667, -88.2305078333
40.114633, -88.2305106667
40.1146183333, -88.2305125
40.1146043333, -88.2305161667
40.1145898333, -88.2305205
40.1145763333, -88.2305228333
40.1145638333, -88.2305268333
40.1145501667, -88.2305315
40.1145365, -88.2305366667
40.1145248333, -88.2305408333
40.1145136667, -88.2305451667
40.1145036667, -88.2305465
40.114493, -88.2305465
40.1144826667, -88.2305448333
40.1144721667, -88.2305446667
40.1144601667, -88.2305446667
40.1144485, -88.2305441667
40.1144406667, -88.2305433333
40.114433, -88.2305431667
40.1144223333, -88.2305426667
40.11441, -88.2305446667
40.1143993333, -88.2305451667
40.114388, -88.2305428333
40.1143775, -88.2305441667
40.1143651667, -88.2305431667
40.1143543333, -88.230541
40.1143435, -88.2305391667
40.1143326667, -88.2305363333
40.114321, -88.2305346667
40.1143106667, -88.2305331667
40.1143015, -88.2305296667
40.114289, -88.2305258333
40.114277, -88.2305233333
40.1142655, -88.230524
40.1142528333, -88.2305233333
40.1142413333, -88.230525
40.114229, -88.230528
40.1142215, -88.230528
40.1142131667, -88.2305295
40.1142015, -88.2305346667
40.1141916667, -88.2305348333
40.1141811667, -88.230535
40.1141735, -88.230538
40.1141665, -88.2305446667
40.1141583333, -88.2305565
40.1141515, -88.2305695
40.1141488333, -88.2305836667
40.1141463333, -88.2305978333
40.1141418333, -88.2306121667
40.1141346667, -88.2306243333
40.114126, -88.2306373333
40.114118, -88.2306523333
40.1141101667, -88.2306675
40.1141065, -88.2306815
40.114102, -88.230694
40.1140985, -88.2307081667
40.1140931667, -88.2307226667
40.1140885, -88.2307401667
40.1140828333, -88.2307531667
40.114078, -88.2307658333
40.114075, -88.2307788333
40.1140708333, -88.2307923333
40.1140675, -88.2308088333
40.1140651667, -88.2308241667
40.1140646667, -88.2308403333
40.1140631667, -88.2308553333
40.1140608333, -88.2308688333
40.114059, -88.230882
40.1140538333, -88.230892
40.114049, -88.2309023333
40.1140441667, -88.2309128333
40.1140418333, -88.2309235
40.1140385, -88.230939
40.1140336667, -88.2309498333
40.1140293333, -88.2309628333
40.1140243333, -88.2309793333
40.1140206667, -88.2309936667
40.1140168333, -88.2310068333
40.1140125, -88.2310196667
40.1140101667, -88.2310311667
40.1140066667, -88.2310448333
40.114004, -88.2310563333
40.1140016667, -88.2310666667
40.1140005, -88.2310788333
40.1140008333, -88.2310933333
40.113999, -88.231103
40.113998, -88.2311155
40.1139963333, -88.2311293333
40.1139961667, -88.2311431667
40.1139938333, -88.2311496667
40.1139913333, -88.2311583333
40.1139893333, -88.2311728333
40.1139883333, -88.231184
40.1139891667, -88.2311941667
40.1139903333, -88.2312088333
40.1139905, -88.2312235
40.1139905, -88.2312368333
40.1139898333, -88.2312508333
40.1139913333, -88.2312655
40.1139913333, -88.2312773333
40.1139915, -88.231292
40.1139926667, -88.2313105
40.113994, -88.2313275
40.1139961667, -88.2313451667
40.1139973333, -88.2313611667
40.1139968333, -88.2313771667
40.1139951667, -88.2313946667
40.1139918333, -88.2314103333
40.1139901667, -88.2314251667
40.1139895, -88.2314445
40.11399, -88.23146
40.11399, -88.2314771667
40.1139908333, -88.2314935
40.113989, -88.2315078333
40.1139868333, -88.231523
40.1139865, -88.2315365
40.1139845, -88.23155
40.1139793333, -88.2315658333
40.1139861667, -88.231595
40.113985, -88.2316088333
40.113982, -88.2316196667
40.113987, -88.231638
40.1139891667, -88.231654
40.1139938333, -88.2316726667
40.1139946667, -88.2316866667
40.113993, -88.2317031667
40.1139901667, -88.231714
40.1139908333, -88.2317205
40.1139948333, -88.2317328333
40.1139986667, -88.2317473333
40.1139965, -88.2317598333
40.1139973333, -88.2317825
40.1139858333, -88.2318063333
40.1139728333, -88.2318286667
40.1139716667, -88.231859
40.1139731667, -88.2318926667
40.1139733333, -88.2319256667
40.113971, -88.2319421667
